dataset,model,threshold,precision,recall,dice,tp,fp,fn
Thebe,SwinUNETR,0.9775,0.5760660485422205,0.0037835347958439887,0.007517694250348751,186578,137305,49126567
Thebe,SwinUNETR,0.9675,0.5467542825118321,0.007201284769000233,0.014215339711685012,355118,294384,48958027
Thebe,SwinUNETR,0.9575,0.5252790924322313,0.011246636165671444,0.02202176903410667,554607,501226,48758538
Thebe,SwinUNETR,0.9475,0.5077765283353315,0.015777436219085197,0.03060395807021538,778035,754204,48535110
Thebe,SwinUNETR,0.9375,0.49267925570943666,0.020683146451113594,0.03969966306989901,1019951,1050262,48293194
Thebe,SwinUNETR,0.9275,0.47930555022894406,0.02585034882686959,0.049055017238169074,1274762,1384840,48038383
Thebe,SwinUNETR,0.9175,0.4673390211788027,0.031208636155734947,0.05851000705258419,1538996,1754108,47774149
Thebe,SwinUNETR,0.9075,0.45652731851107836,0.036720452528428274,0.0679735042369771,1810801,2155667,47502344
Thebe,SwinUNETR,0.8975,0.44653281089843777,0.042351121592427335,0.07736464265870083,2088467,2588607,47224678
Thebe,SwinUNETR,0.8875,0.43733777143833036,0.04808665113531088,0.08664627433432832,2371304,3050830,46941841
Thebe,SwinUNETR,0.8775,0.4289055529053664,0.053913920923112896,0.09578727170826042,2658665,3540054,46654480
Thebe,SwinUNETR,0.8675,0.420942534534195,0.05979805181762388,0.10471986017796513,2948830,4056473,46364315
Thebe,SwinUNETR,0.8575,0.4135195111779403,0.0657504403744681,0.11346044071953974,3242361,4598529,46070784
Thebe,SwinUNETR,0.8475,0.40649216591471027,0.07175841248819154,0.12198305169785942,3538633,5166659,45774512
Thebe,SwinUNETR,0.8375,0.39979851784559944,0.07782127868745747,0.1302828404598655,3837612,5761253,45475533
Thebe,SwinUNETR,0.8275,0.3933571527091189,0.08391515081830615,0.1383219790927946,4138120,6381887,45175025
Thebe,SwinUNETR,0.8175,0.3872705309502563,0.09006750634136192,0.14614586845035107,4441512,7027246,44871633
Thebe,SwinUNETR,0.8075,0.38134880674443555,0.09622314699255138,0.15367142898434394,4745066,7697784,44568079
Thebe,SwinUNETR,0.7975,0.3756907946869207,0.1024401708712758,0.16098446649471057,5051647,8394642,44261498
Thebe,SwinUNETR,0.7875,0.3701739929377334,0.1086874503745401,0.1680371976038525,5359720,9119201,43953425
Thebe,SwinUNETR,0.7775,0.3647845233803911,0.11495977391018156,0.17482457455181996,5669028,9871730,43644117
Thebe,SwinUNETR,0.7675,0.35956436947967335,0.1212726343047072,0.18137255637864666,5980335,10651833,43332810
Thebe,SwinUNETR,0.7575,0.3545540650630456,0.12763473106410067,0.18769997604868777,6294070,11458004,43019075
Thebe,SwinUNETR,0.7475,0.34965467586092197,0.13403961560350694,0.19379008259316394,6609915,12294208,42703230
Thebe,SwinUNETR,0.7375,0.34484695750651806,0.14047806117415548,0.19963294752045777,6927415,13160960,42385730
Thebe,SwinUNETR,0.7275,0.34019278221364413,0.14697426010853698,0.2052666872610339,7247763,14057107,42065382
Thebe,SwinUNETR,0.7175,0.33558498617322535,0.1534968617394003,0.2106446699843688,7569413,14986462,41743732
Thebe,SwinUNETR,0.7075,0.33109989231279097,0.16006959199215545,0.21580748138762706,7893535,15946808,41419610
Thebe,SwinUNETR,0.6975,0.3266714484117917,0.1667047599580193,0.22075521465683393,8220736,16944414,41092409
Thebe,SwinUNETR,0.6875,0.32229583744678714,0.1733643838777673,0.22545532960469314,8549143,17976620,40764002
Thebe,SwinUNETR,0.6775,0.3180285071331221,0.1800820856183478,0.22995390053548795,8880414,19042913,40432731
Thebe,SwinUNETR,0.6675,0.3137781378707776,0.1868345651042942,0.23421140366564464,9213400,20149385,40099745
Thebe,SwinUNETR,0.6575,0.3096130083009011,0.19363692986930767,0.2382613799932942,9548846,21292384,39764299
Thebe,SwinUNETR,0.6475,0.3054695581887145,0.20047257176560124,0.24207617551723992,9885933,22477138,39427212
Thebe,SwinUNETR,0.6375,0.30140829628201826,0.20738022285944244,0.24570570012123624,10226571,23702724,39086574
Thebe,SwinUNETR,0.6275,0.29738215037071336,0.2143347580041792,0.24911950412931344,10569521,24972360,38743624
Thebe,SwinUNETR,0.6175,0.29339311522751815,0.22136931238111054,0.2523425514056649,10916417,26291058,38396728
Thebe,SwinUNETR,0.6075,0.2894393602169319,0.2284520080801985,0.25535472149854094,11265687,27656756,38047458
Thebe,SwinUNETR,0.5975,0.28550395036441034,0.23558394014415426,0.2581527868088631,11617385,29073418,37695760
Thebe,SwinUNETR,0.5875,0.28160471180352686,0.24277693097854539,0.2607533220195914,11972094,30541733,37341051
Thebe,SwinUNETR,0.5775,0.2777387356839587,0.25004762928829627,0.26316675468853157,12330635,32065891,36982510
Thebe,SwinUNETR,0.5675,0.27389137562979143,0.2573756348332681,0.26537678903356726,12692002,33647544,36621143
Thebe,SwinUNETR,0.5575,0.27004856744437195,0.26475999452073073,0.26737813237017133,13056148,35291259,36256997
Thebe,SwinUNETR,0.5475,0.26622848491172885,0.2722321401322102,0.26919684315175935,13424623,37000571,35888522
Thebe,SwinUNETR,0.5375,0.2624243580038399,0.2797718539346862,0.2708205905528469,13796430,38776548,35516715
Thebe,SwinUNETR,0.5275,0.2586487203026589,0.2873964132687136,0.2722658254468657,14172421,40621668,35140724
Thebe,SwinUNETR,0.5175,0.25487978987358806,0.2950998967922245,0.2735191917436145,14552304,42542470,34760841
Thebe,SwinUNETR,0.5075,0.2510968433252256,0.30286881925701553,0.2745636041865129,14935414,44545278,34377731
Thebe,SwinUNETR,0.4975,0.24734502164077324,0.31074617122878695,0.27544429809820054,15323871,46629553,33989274
Thebe,SwinUNETR,0.4875,0.24359462693709905,0.3187031165828097,0.2761325923227063,15716253,48801808,33596892
Thebe,SwinUNETR,0.4775,0.23986750954057925,0.32676798447959465,0.27665412231279823,16113957,51064616,33199188
Thebe,SwinUNETR,0.4675,0.23613371085342136,0.3349160147867267,0.27698099778324803,16515762,53426653,32797383
Thebe,SwinUNETR,0.4575,0.2324089329168241,0.34317598279322886,0.2771343090715527,16923087,55892905,32390058
Thebe,SwinUNETR,0.4475,0.22867564288459297,0.3515243045236721,0.27709429028936533,17334769,58470283,31978376
Thebe,SwinUNETR,0.4375,0.22496000457398324,0.36000382859377555,0.2768939149230497,17752921,61162978,31560224
Thebe,SwinUNETR,0.4275,0.22122654523261998,0.3685765124086083,0.276495373964791,18175667,63982950,31137478
Thebe,SwinUNETR,0.4175,0.21750411332716835,0.3772980003607557,0.2759367027792252,18605751,66936314,30707394
Thebe,SwinUNETR,0.4075,0.2137636259845379,0.3861127291719074,0.27517956431220736,19040433,70031938,30272712
Thebe,SwinUNETR,0.3975,0.21003511930840127,0.39509937968872194,0.2742687633546755,19483593,73279908,29829552
Thebe,SwinUNETR,0.3875,0.2062850354297334,0.40417614816495684,0.2731557494060675,19931197,76688497,29381948
Thebe,SwinUNETR,0.3775,0.20253984257342939,0.41342165461156455,0.27188178879409647,20387122,80270219,28926023
Thebe,SwinUNETR,0.3675,0.19876921515683293,0.4227740493939294,0.27040584551244623,20848318,84038739,28464827
Thebe,SwinUNETR,0.3575,0.19499972159773937,0.4322866651478019,0.26876329898238693,21317415,88002818,27995730
Thebe,SwinUNETR,0.3475,0.1912323832901513,0.44199886257508014,0.2669624926239275,21796354,92182009,27516791
Thebe,SwinUNETR,0.3375,0.18744572383939534,0.451853942797605,0.26497147987869696,22282339,96591213,27030806
Thebe,SwinUNETR,0.3275,0.1836578349950136,0.46191961595635406,0.2628194540662879,22778709,101249264,26534436
Thebe,SwinUNETR,0.3175,0.1798452043553361,0.4721522628499967,0.2604743866968123,23283313,106179761,26029832
Thebe,SwinUNETR,0.3075,0.17602111073001822,0.4825656729052669,0.257951564943651,23796831,111396220,25516314
Thebe,SwinUNETR,0.2975,0.1721828390048626,0.49319533361743606,0.2552526554681713,24321013,116930073,24992132
Thebe,SwinUNETR,0.2875,0.16832633768805313,0.5040453615359556,0.25237263803315213,24856062,122809849,24457083
Thebe,SwinUNETR,0.2775,0.1644565740515231,0.5151321823014938,0.24931805623041114,25402788,129062232,23910357
Thebe,SwinUNETR,0.2675,0.16055783365316995,0.5264500165219639,0.24606901990390515,25960906,135731024,23352239
Thebe,SwinUNETR,0.2575,0.15664131670038123,0.5380252466152787,0.24264010245608644,26531717,142847075,22781428
Thebe,SwinUNETR,0.2475,0.15269925957768743,0.5498679307515268,0.23902176773136405,27115717,150460239,22197428
Thebe,SwinUNETR,0.2375,0.14873513198465618,0.5620156045614207,0.2352201997794487,27714757,158621562,21598388
Thebe,SwinUNETR,0.2275,0.14474171702242375,0.5744682883235291,0.2312246098047092,28328838,167391087,20984307
Thebe,SwinUNETR,0.2175,0.14071829795230673,0.5872318019870767,0.227032758662904,28958247,176830534,20354898
Thebe,SwinUNETR,0.2075,0.13665501054006013,0.6003632905587344,0.22263396085783635,29605802,187040495,19707343
Thebe,SwinUNETR,0.1975,0.13255621224696892,0.6138702368303623,0.2180316989194799,30271872,198098202,19041273
Thebe,SwinUNETR,0.1875,0.12841293313116892,0.6277720068350944,0.21321251052402931,30957412,210119645,18355733
Thebe,SwinUNETR,0.1775,0.1242155561285205,0.6421204934303014,0.20816286598779565,31664981,223254628,17648164
Thebe,SwinUNETR,0.1675,0.11995702595857008,0.6569131009591864,0.20286876576637428,32394451,237656017,16918694
Thebe,SwinUNETR,0.1575,0.11564546634303723,0.6722561905147197,0.19734285358433704,33151067,253510123,16162078
Thebe,SwinUNETR,0.1475,0.11126238191557478,0.6881664310803944,0.19155435739024576,33935651,271069962,15377494
Thebe,SwinUNETR,0.1375,0.10680532282207952,0.7047025493912424,0.18549661896930764,34751099,290617507,14562046
Thebe,SwinUNETR,0.1275,0.10226834470149777,0.7219283621030458,0.17915727635357007,35600558,312508704,13712587
Thebe,SwinUNETR,0.1175,0.09763497017640997,0.739849466100773,0.17250512947771143,36484304,337196396,12828841
Thebe,SwinUNETR,0.1075,0.09290097055686147,0.7586088455725142,0.16553067666808668,37409388,365270883,11903757
Thebe,SwinUNETR,0.0975,0.08805638805743216,0.7783346002369145,0.15821340370106268,38382127,397499106,10931018
Thebe,SwinUNETR,0.0875,0.08307011997798891,0.7990171383309663,0.15049406715809235,39402048,434920705,9911097
Thebe,SwinUNETR,0.0775,0.0779312735631856,0.8208958483584854,0.14234875064413882,40480956,478963346,8832189
Thebe,SwinUNETR,0.0675,0.07260381594926717,0.8440777200480724,0.13370676953053665,41624127,531680822,7689018
Thebe,SwinUNETR,0.0575,0.06702882497506395,0.8685875540892799,0.12445357828556208,42832784,596187578,6480361
Thebe,SwinUNETR,0.0475,0.06112523408927665,0.8943746135031542,0.11442986150470988,44104425,677437597,5208720
Thebe,SwinUNETR,0.0375,0.05477380167862609,0.9210647181395549,0.10339869800170533,45420598,783818867,3892547
Thebe,SwinUNETR,0.0275,0.04782256307173553,0.9479599404986236,0.09105175855456459,46746886,930760027,2566259
Thebe,SwinUNETR,0.0175,0.040256507727084875,0.9734912060465825,0.07731579706864418,48005913,1144494771,1307232
Thebe,SwinUNETR,0.0075,0.032545346644764314,0.9930481821834726,0.06302515843882023,48970329,1455709573,342816
CRACKS reserve,SwinUNETR,0.9975,1.0,1.7154571264377676e-05,3.4308553980221116e-05,4,0,233170
CRACKS reserve,SwinUNETR,0.9875,0.7883211678832117,0.0004631734241381972,0.0009258028982774065,108,29,233066
CRACKS reserve,SwinUNETR,0.9775,0.6954314720812182,0.0011750881316098707,0.002346211809836964,274,120,232900
CRACKS reserve,SwinUNETR,0.9675,0.6493506493506493,0.0019298892672424885,0.0038483411511671165,450,243,232724
CRACKS reserve,SwinUNETR,0.9575,0.6307550644567219,0.002937720329024677,0.005848202851532485,685,401,232489
CRACKS reserve,SwinUNETR,0.9475,0.6145287958115183,0.004027035604312659,0.008001636117289159,939,589,232235
CRACKS reserve,SwinUNETR,0.9375,0.5925742574257425,0.005133505450865019,0.010178831092629913,1197,823,231977
CRACKS reserve,SwinUNETR,0.9275,0.576451995258791,0.006257129868681757,0.012379881631700642,1459,1072,231715
CRACKS reserve,SwinUNETR,0.9175,0.568049254698639,0.007517990856613516,0.014839583509692712,1753,1333,231421
CRACKS reserve,SwinUNETR,0.9075,0.5504021447721179,0.008804583701441842,0.017331915037314693,2053,1677,231121
CRACKS reserve,SwinUNETR,0.8975,0.5390266299357208,0.010069733332189695,0.01977013429882541,2348,2008,230826
CRACKS reserve,SwinUNETR,0.8875,0.528779127663812,0.011386346676730682,0.02229265937572157,2655,2366,230519
CRACKS reserve,SwinUNETR,0.8775,0.52,0.012767289663513084,0.02492266606390148,2977,2748,230197
CRACKS reserve,SwinUNETR,0.8675,0.5103586889301175,0.014156809935927677,0.027549427896612445,3301,3167,229873
CRACKS reserve,SwinUNETR,0.8575,0.5072202166064982,0.015666412207192913,0.030394049322727726,3653,3549,229521
CRACKS reserve,SwinUNETR,0.8475,0.500563556668754,0.017141705335929392,0.03314825488578075,3997,3988,229177
CRACKS reserve,SwinUNETR,0.8375,0.49562847734756443,0.01871992589225214,0.03607721267372232,4365,4442,228809
CRACKS reserve,SwinUNETR,0.8275,0.4883068288119738,0.02014804395001158,0.038699314236289875,4698,4923,228476
CRACKS reserve,SwinUNETR,0.8175,0.4820743865030675,0.021567584722138832,0.041287981412608886,5029,5403,228145
CRACKS reserve,SwinUNETR,0.8075,0.4751371438683419,0.02303001192242703,0.043930692583321065,5370,5932,227804
CRACKS reserve,SwinUNETR,0.7975,0.47108522680666065,0.024629675692830248,0.046811892486703484,5743,6448,227431
CRACKS reserve,SwinUNETR,0.7875,0.4675978932905885,0.02627222589139441,0.04974926403410821,6126,6975,227048
CRACKS reserve,SwinUNETR,0.7775,0.4620724202089595,0.02769176666352166,0.052252091863984336,6457,7517,226717
CRACKS reserve,SwinUNETR,0.7675,0.4584082584082584,0.029518728503177886,0.05546579421328101,6883,8132,226291
CRACKS reserve,SwinUNETR,0.7575,0.45358057064369106,0.031156990058925953,0.05830868691084349,7265,8752,225909
CRACKS reserve,SwinUNETR,0.7475,0.4474098246022959,0.032928199541972944,0.061341801985339645,7678,9483,225496
CRACKS reserve,SwinUNETR,0.7375,0.4432379072063179,0.03466081123967509,0.06429389677337237,8082,10152,225092
CRACKS reserve,SwinUNETR,0.7275,0.4385729752023509,0.03648348443651522,0.06736323647607999,8507,10890,224667
CRACKS reserve,SwinUNETR,0.7175,0.43459833390169045,0.03825898256237831,0.07032688085581058,8921,11606,224253
CRACKS reserve,SwinUNETR,0.7075,0.4302971843277755,0.04017600590117251,0.073490360666026,9368,12403,223806
CRACKS reserve,SwinUNETR,0.6975,0.42696140289804624,0.04208016331151844,0.07660986512072769,9812,13169,223362
CRACKS reserve,SwinUNETR,0.6875,0.42333429122706184,0.044224484719565645,0.0800829408270008,10312,14047,222862
CRACKS reserve,SwinUNETR,0.6775,0.4209013209013209,0.04646315626956693,0.08368801996029569,10834,14906,222340
CRACKS reserve,SwinUNETR,0.6675,0.41796975606166525,0.048718982390832596,0.08726613482464193,11360,15819,221814
CRACKS reserve,SwinUNETR,0.6575,0.41460430648769575,0.0508675924416959,0.09061738393014035,11861,16747,221313
CRACKS reserve,SwinUNETR,0.6475,0.4121502478623948,0.05312770720577766,0.09412265272707242,12388,17669,220786
CRACKS reserve,SwinUNETR,0.6375,0.4080792731186881,0.05528060589945706,0.09737083633918893,12890,18697,220284
CRACKS reserve,SwinUNETR,0.6275,0.4050823927083962,0.05756216387761929,0.1008005767757634,13422,19712,219752
CRACKS reserve,SwinUNETR,0.6175,0.4022115907984072,0.06021254513796564,0.10474446156199059,14040,20867,219134
CRACKS reserve,SwinUNETR,0.6075,0.39895142131563854,0.06265707154313946,0.10830445338127097,14610,22011,218564
CRACKS reserve,SwinUNETR,0.5975,0.3955225816493294,0.0653889370169916,0.11222458165116682,15247,23302,217927
CRACKS reserve,SwinUNETR,0.5875,0.3929766300711259,0.0680050091348092,0.11594552600310758,15857,24494,217317
CRACKS reserve,SwinUNETR,0.5775,0.3895993582181115,0.07081407017935104,0.11984496799198711,16512,25870,216662
CRACKS reserve,SwinUNETR,0.5675,0.3870116394478029,0.07358024479573194,0.12365138051069166,17157,27175,216017
CRACKS reserve,SwinUNETR,0.5575,0.3838972660199187,0.07653940833883709,0.12763218588086375,17847,28642,215327
CRACKS reserve,SwinUNETR,0.5475,0.3809866244786423,0.0795243037388388,0.131582962266494,18543,30128,214631
CRACKS reserve,SwinUNETR,0.5375,0.3776218293017603,0.08261641520924289,0.13557222683575662,19264,31750,213910
CRACKS reserve,SwinUNETR,0.5275,0.3747935745383576,0.08565277432303774,0.1394390879069475,19972,33316,213202
CRACKS reserve,SwinUNETR,0.5175,0.37254586129753914,0.08927238885982142,0.14403094285052015,20816,35059,212358
CRACKS reserve,SwinUNETR,0.5075,0.3701687720379309,0.0927461895408579,0.1483285093073979,21626,36796,211548
CRACKS reserve,SwinUNETR,0.4975,0.3680673642903859,0.09654163843310146,0.152962280946136,22511,38649,210663
CRACKS reserve,SwinUNETR,0.4875,0.3652676826885502,0.10021700532649437,0.157281363894881,23368,40607,209806
CRACKS reserve,SwinUNETR,0.4775,0.3624744299941768,0.10411109300350811,0.161760737238753,24276,42697,208898
CRACKS reserve,SwinUNETR,0.4675,0.3604760681565202,0.10833111753454502,0.1665963172057194,25260,44814,207914
CRACKS reserve,SwinUNETR,0.4575,0.35806979280261725,0.1126540694931682,0.17138718706570885,26268,47092,206906
CRACKS reserve,SwinUNETR,0.4475,0.3553302138863183,0.11691698045236605,0.17594232922551686,27262,49461,205912
CRACKS reserve,SwinUNETR,0.4375,0.3524102768670764,0.12123993241098922,0.18041245337324063,28270,51949,204904
CRACKS reserve,SwinUNETR,0.4275,0.35004825047356947,0.1260089032224862,0.18531050641573454,29382,54555,203792
CRACKS reserve,SwinUNETR,0.4175,0.3475233783076608,0.1310094607460523,0.1902851661288916,30548,57354,202626
CRACKS reserve,SwinUNETR,0.4075,0.34442658906816653,0.13604003876933105,0.1950429179271502,31721,60377,201453
CRACKS reserve,SwinUNETR,0.3975,0.34202973631041805,0.14157238800209285,0.2002553922029549,33011,63504,200163
CRACKS reserve,SwinUNETR,0.3875,0.33924881607956736,0.14716048959146388,0.20527576789971316,34314,66833,198860
CRACKS reserve,SwinUNETR,0.3775,0.3366028188692426,0.1529158482506626,0.21029598676508318,35656,70273,197518
CRACKS reserve,SwinUNETR,0.3675,0.33347139062711023,0.15883846397968898,0.21518189397482562,37037,74028,196137
CRACKS reserve,SwinUNETR,0.3575,0.3307312711704121,0.16498408913515228,0.22014810067183227,38470,77848,194704
CRACKS reserve,SwinUNETR,0.3475,0.3278797421640506,0.17146422843027095,0.2251740296019284,39981,81957,193193
CRACKS reserve,SwinUNETR,0.3375,0.3246805018173291,0.17814164529492996,0.23005796033884507,41538,86397,191636
CRACKS reserve,SwinUNETR,0.3275,0.32173977805913456,0.1852693696552789,0.23513787134910355,43200,91070,189974
CRACKS reserve,SwinUNETR,0.3175,0.31835349305216015,0.19267585579867394,0.2400607004597953,44927,96196,188247
CRACKS reserve,SwinUNETR,0.3075,0.3151641030136691,0.20043401065298874,0.2450342757526903,46736,101555,186438
CRACKS reserve,SwinUNETR,0.2975,0.31166458313299356,0.20849237050443017,0.24984646378472553,48615,107370,184559
CRACKS reserve,SwinUNETR,0.2875,0.3080779198656722,0.21717687220702137,0.2547616891545172,50640,113734,182534
CRACKS reserve,SwinUNETR,0.2775,0.30436940836940835,0.2261487129782909,0.25949254965257956,52732,120518,180442
CRACKS reserve,SwinUNETR,0.2675,0.30064641629646627,0.23596541638433102,0.264407724486584,55021,127988,178153
CRACKS reserve,SwinUNETR,0.2575,0.2968961631116947,0.24630104557111857,0.2692423091708625,57431,136007,175743
CRACKS reserve,SwinUNETR,0.2475,0.2928571079425753,0.2569454570406649,0.27372845541455837,59913,144668,173261
CRACKS reserve,SwinUNETR,0.2375,0.28901536499958425,0.26830607186049904,0.2782759540966106,62562,153904,170612
CRACKS reserve,SwinUNETR,0.2275,0.2845602804450541,0.2802413648176898,0.2823843097260425,65345,164290,167829
CRACKS reserve,SwinUNETR,0.2175,0.28054930783443743,0.2936819714033297,0.28696546767715075,68479,175610,164695
CRACKS reserve,SwinUNETR,0.2075,0.27620720065005333,0.30759432869874,0.29105702604267064,71723,187948,161451
CRACKS reserve,SwinUNETR,0.1975,0.27173983786871847,0.32230866220075993,0.2948718954761251,75154,201412,158020
CRACKS reserve,SwinUNETR,0.1875,0.26718718244021405,0.33828385669071165,0.2985613008474737,78879,216341,154295
CRACKS reserve,SwinUNETR,0.1775,0.2622850083937791,0.3551253570295144,0.3017249546352235,82806,232904,150368
CRACKS reserve,SwinUNETR,0.1675,0.2571042627050909,0.37385386020739875,0.3046776564009989,87173,251884,146001
CRACKS reserve,SwinUNETR,0.1575,0.2518697430611148,0.3940019041574103,0.3072968407673139,91871,272885,141303
CRACKS reserve,SwinUNETR,0.1475,0.24594731187984284,0.4153207475962157,0.3089428560035092,96842,296909,136332
CRACKS reserve,SwinUNETR,0.1375,0.23982246314797317,0.43866383044421764,0.310106309603033,102285,324218,130889
CRACKS reserve,SwinUNETR,0.1275,0.23358401616343025,0.46408261641520926,0.31075667464053003,108212,355056,124962
CRACKS reserve,SwinUNETR,0.1175,0.22682112968429985,0.4906293154468337,0.31022378295561626,114402,389969,118772
CRACKS reserve,SwinUNETR,0.1075,0.21984203401119226,0.5209328655853569,0.3091976815519449,121468,431056,111706
CRACKS reserve,SwinUNETR,0.0975,0.21210137657681363,0.5530805321348006,0.30661765754799075,128964,479066,104210
CRACKS reserve,SwinUNETR,0.0875,0.20399410744410387,0.5891222863612581,0.3030512946658048,137368,536024,95806
CRACKS reserve,SwinUNETR,0.0775,0.1950410469641239,0.6276471647782342,0.2976023197977904,146351,604009,86823
CRACKS reserve,SwinUNETR,0.0675,0.18513558079448045,0.6692984638081433,0.2900421878194287,156063,686903,77111
CRACKS reserve,SwinUNETR,0.0575,0.17450220978335643,0.714753789015928,0.2805179066606634,166662,788409,66512
CRACKS reserve,SwinUNETR,0.0475,0.1627469211766529,0.7656728451714171,0.2684365471243076,178535,918475,54639
CRACKS reserve,SwinUNETR,0.0375,0.14916438675330726,0.820949162428058,0.2524578251124477,191424,1091885,41750
CRACKS reserve,SwinUNETR,0.0275,0.1328929071308943,0.8783097600933208,0.23085607102015096,204799,1336284,28375
CRACKS reserve,SwinUNETR,0.0175,0.11250256261274208,0.936682477463182,0.20087815789183244,218410,1722968,14764
CRACKS reserve,SwinUNETR,0.0075,0.08592286347607732,0.9836431162994159,0.1580406160800263,229360,2440011,3814
